Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
31 AUG 2026,AUSOMENT,EQ,AUSOM ENTERPRISE LIMITED ,Listed    ,31 AUG 2026,              10.00,          13623552,            149.75,     2039854440.95  
31 AUG 2026,AUSTENG,EQ,AUSTIN ENGINEERING CO. L ,Permitted ,31 AUG 2026,              10.00,           3477800,            122.65,      426552170.00   
31 AUG 2026,AUTOAXLES,EQ,AUTOMOTIVE AXLES LIMITED ,Listed    ,31 AUG 2026,              10.00,          15111975,           1728.60,    26122559985.00 
31 AUG 2026,AUTOIND,EQ,AUTOLINE INDUSTRIES LTD  ,Listed    ,31 AUG 2026,              10.00,          45375401,             87.15,     3955373705.15   
31 AUG 2026,AVADHSUGAR,EQ,AVADH SUG & ENERGY LTD   ,Listed    ,31 AUG 2026,              10.00,          20018420,            855.30,    17121754626.00
31 AUG 2026,AVALON,EQ,AVALON TECHNOLOGIES LTD  ,Listed    ,31 AUG 2026,               2.00,          66787697,           2373.30,   158507241290.10    
31 AUG 2026,AVANA,ST,AVANA ELECTROSYSTEMS LTD ,Listed    ,31 AUG 2026,              10.00,          22645408,            151.70,     3435308393.60     
31 AUG 2026,AVANCE,EQ,AVANCE TECHNOLOGIES LTD. ,Permitted ,31 AUG 2026,               1.00,        1981917430,              0.85,     1704448989.80    
31 AUG 2026,AVANTEL,EQ,AVANTEL LIMITED          ,Listed    ,31 AUG 2026,               2.00,         265710850,            160.15,    42553592627.50   
31 AUG 2026,AVANTIFEED,EQ,AVANTI FEEDS LIMITED     ,Listed    ,31 AUG 2026,               1.00,         136245630,            824.70,   112361771061.00
31 AUG 2026,AVATAR,ST,AVATAR INDUSTRIES LIMITED,Listed    ,26 AUG 2026,              10.00,          10417090,            242.40,     2525102616.00    
31 AUG 2026,AVG,BE,AVG LOGISTICS LIMITED    ,Listed    ,31 AUG 2026,              10.00,          18708076,            175.25,     3278590319.00       
31 AUG 2026,AVIANSH,SM,AVI ANSH TEXTILE LIMITED ,Listed    ,31 AUG 2026,              10.00,          13976930,            101.50,     1418658395.00   
31 AUG 2026,AVIENCE,SM,AVIENCE BIOMEDICALS LTD  ,Listed    ,31 AUG 2026,              10.00,           5485056,            266.70,     1462864435.20   
31 AUG 2026,AVL,EQ,ADITYA VISION LIMITED    ,Listed    ,31 AUG 2026,               1.00,         129138050,            600.50,    77547399025.00       
31 AUG 2026,AVONMORE,EQ,AVONMORE CAP&MGT SERV LTD,Listed    ,31 AUG 2026,               1.00,         282184741,             13.80,     3891327578.40  
31 AUG 2026,AVPINFRA,SM,AVP INFRACON LIMITED     ,Listed    ,31 AUG 2026,              10.00,          24979200,             58.40,     1458785280.00  
31 AUG 2026,AVROIND,EQ,AVRO INDIA LIMITED       ,Listed    ,31 AUG 2026,               1.00,         134171400,              9.05,     1211567742.00   
31 AUG 2026,AVSL,ST,AVSL INDUSTRIES LIMITED  ,Listed    ,18 MAY 2026,              10.00,           5331120,            119.70,      638135064.00      
31 AUG 2026,AVTNPL,EQ,AVT NATURAL PRODUCTS LTD ,Listed    ,31 AUG 2026,               1.00,         152284000,             92.05,    14019265040.00    
31 AUG 2026,AWFIS,EQ,AWFIS SPACE SOLUTIONS LTD,Listed    ,31 AUG 2026,              10.00,          71563186,            258.90,    18527708855.40     
31 AUG 2026,AWHCL,EQ,ANTONY WASTE HDG CELL LTD,Listed    ,31 AUG 2026,               5.00,          28382100,            383.30,    10878858930.00     
31 AUG 2026,AWL,EQ,AWL AGRI BUSINESS LIMITED,Listed    ,31 AUG 2026,               1.00,        1299678605,            192.55,   250253115392.75       
31 AUG 2026,AXISBANK,EQ,AXIS BANK LIMITED        ,Listed    ,31 AUG 2026,               2.00,        3110399674,           1300.00,  4043519576200.00  
31 AUG 2026,AXISCADES,EQ,AXISCADES TECH LTD       ,Listed    ,31 AUG 2026,               5.00,          42530989,           1671.20,    71077788816.80 
31 AUG 2026,AXITA,EQ,AXITA COTTON LIMITED     ,Listed    ,31 AUG 2026,               1.00,         382727951,              7.90,     3019723533.40     
31 AUG 2026,AXTEL,EQ,AXTEL INDUSTRIES LTD.    ,Permitted ,31 AUG 2026,              10.00,          16154800,            388.85,     6281793980.00     
31 AUG 2026,AYE,EQ,AYE FINANCE LIMITED      ,Listed    ,31 AUG 2026,               2.00,         246784266,            179.50,    44302711432.30       
31 AUG 2026,AYMSYNTEX,EQ,AYM SYNTEX LIMITED       ,Listed    ,31 AUG 2026,              10.00,          58614091,            280.45,    16438321820.95 
31 AUG 2026,AZAD,EQ,AZAD ENGINEERING LIMITED ,Listed    ,31 AUG 2026,               2.00,          64581743,           2861.80,   184820032117.40      
31 AUG 2026,AZADIND,EQ,AZAD INDIA MOBILITY LTD. ,Permitted ,31 AUG 2026,              10.00,          54443154,             90.25,     4914039080.05   
31 AUG 2026,BABAFP,SM,BABA FOOD PROCESSING     ,Listed    ,31 AUG 2026,              10.00,          16326403,             22.50,      367344067.50    
31 AUG 2026,BAFNAPH,BE,BAFNA PHARMACEUTICALS LTD,Listed    ,31 AUG 2026,              10.00,          23656335,            304.25,     7197439923.75   
31 AUG 2026,BAGDIGITAL,SM,B.A.G.CONVERGENCE LIMITED,Listed    ,31 AUG 2026,              10.00,          21218800,            109.00,     2312849200.00
31 AUG 2026,BAGFILMS,EQ,B.A.G FILMS AND MEDIA LTD,Listed    ,31 AUG 2026,               2.00,         207547749,              4.40,      909059140.60  
31 AUG 2026,BAGMANE,RR,BAGMANE PRIME OFFICE REIT,Listed    ,31 AUG 2026,             100.00,        3400000000,            106.70,   362746000000.00   
31 AUG 2026,BAHETI,SM,BAHETI RECYCLING IND LTD ,Listed    ,31 AUG 2026,              10.00,          10446905,            861.80,     9003142729.00    
31 AUG 2026,BAIDFIN,EQ,BAID FINSERV LIMITED     ,Listed    ,31 AUG 2026,               2.00,         154888107,             10.15,     1572114286.05   
31 AUG 2026,BAJAJ-AUTO,EQ,BAJAJ AUTO LIMITED       ,Listed    ,31 AUG 2026,              10.00,         279497838,          12130.00,  3390308774940.00
31 AUG 2026,BAJAJCON,EQ,BAJAJ CONSUMER CARE LTD  ,Listed    ,31 AUG 2026,               1.00,         130618321,            474.05,    61919615070.05  
31 AUG 2026,BAJAJELEC,EQ,BAJAJ ELECT.LTD          ,Listed    ,31 AUG 2026,               2.00,         115392769,            324.80,    37479571371.20 
31 AUG 2026,BAJAJFINSV,EQ,BAJAJ FINSERV LTD.       ,Listed    ,31 AUG 2026,               1.00,        1600549988,           2021.00,  3234711525748.00
31 AUG 2026,BAJAJHCARE,EQ,BAJAJ HEALTHCARE LIMITED ,Listed    ,31 AUG 2026,               5.00,          33662661,            333.70,    11233229975.70
31 AUG 2026,BAJAJHFL,EQ,BAJAJ HOUSING FINANCE LTD,Listed    ,31 AUG 2026,              10.00,        8332334619,             84.00,   700082754688.40  
31 AUG 2026,BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LT,Listed    ,31 AUG 2026,               1.00,        2390666041,             22.45,    53718265941.25 
31 AUG 2026,BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVS LTD,Listed    ,31 AUG 2026,              10.00,         111293510,          11644.00,  1295901630440.00
31 AUG 2026,BAJAJINDEF,EQ,INDEF MANUFACTURING LTD  ,Listed    ,31 AUG 2026,               1.00,          32000000,            220.60,     7059520000.00
31 AUG 2026,BAJAJST,EQ,BAJAJ STEEL INDS. LTD.   ,Permitted ,31 AUG 2026,               5.00,          20800000,            357.20,     7429760000.00   
31 AUG 2026,BAJEL,EQ,BAJEL PROJECTS LIMITED   ,Listed    ,31 AUG 2026,               2.00,         115696935,            194.10,    22459089022.20     
31 AUG 2026,BAJFINANCE,EQ,BAJAJ FINANCE LIMITED    ,Listed    ,31 AUG 2026,               1.00,        6225954304,           1057.00,  6580833699328.00
31 AUG 2026,BALAJEE,EQ,SHREE TIRUPATI BALAJEE L ,Listed    ,31 AUG 2026,              10.00,          81570852,             26.20,     2135524905.35   
31 AUG 2026,BALAJIPHOS,SM,BALAJI PHOSPHATES LIMITED,Listed    ,31 AUG 2026,              10.00,          23777100,             93.80,     2230291980.00
31 AUG 2026,BALAJITELE,EQ,BALAJI TELEFILMS LIMITED.,Listed    ,31 AUG 2026,               2.00,         121902291,             91.90,    11202820542.90
31 AUG 2026,BALAMINES,EQ,BALAJI AMINES LIMITED    ,Listed    ,31 AUG 2026,               2.00,          32401000,           2323.60,    75286963600.00 
31 AUG 2026,BALAXI,EQ,BALAXI PHARMA LTD        ,Listed    ,31 AUG 2026,               2.00,          55207500,             22.35,     1233335550.00    
31 AUG 2026,BALCO,SM,SOLVE PLASTIC PRODUCTS L ,Listed    ,26 AUG 2026,              10.00,           4368250,             18.50,       80812625.00     
31 AUG 2026,BALKRISHNA,EQ,BALKRISHNA PAPER MILLS L ,Listed    ,31 AUG 2026,              10.00,          32219532,             17.20,      554175950.40
31 AUG 2026,BALKRISIND,EQ,BALKRISHNA IND. LTD      ,Listed    ,31 AUG 2026,               2.00,         193317190,           2279.20,   440608539448.00
31 AUG 2026,BALMLAWRIE,EQ,BALMER LAWRIE & CO LTD   ,Listed    ,31 AUG 2026,              10.00,         171003846,            174.75,    29884632126.95
31 AUG 2026,BALPHARMA,EQ,BAL PHARMA LTD.          ,Listed    ,31 AUG 2026,              10.00,          15920872,             85.00,     1353274120.00 
31 AUG 2026,BALRAMCHIN,EQ,BALRAMPUR CHINI MILLS LTD,Listed    ,31 AUG 2026,               1.00,         201950436,            693.50,   140052627366.00
31 AUG 2026,BALUFORGE,EQ,BALU FORGE INDUSTRIES LTD,Listed    ,31 AUG 2026,              10.00,         119681900,            630.60,    75471406140.00 
31 AUG 2026,BANARBEADS,EQ,BANARAS BEADS LTD        ,Listed    ,31 AUG 2026,              10.00,           6597522,            114.65,      756537847.75
31 AUG 2026,BANARISUG,EQ,BANNARI AMMAN SUGARS LTD ,Listed    ,31 AUG 2026,              10.00,          12539700,           3925.70,    49227100290.00 
31 AUG 2026,BANCOINDIA,EQ,BANCO PRODUCTS (I) LTD   ,Listed    ,31 AUG 2026,               2.00,         143037300,            625.40,    89455527420.00
31 AUG 2026,BANDHANBNK,EQ,BANDHAN BANK LIMITED     ,Listed    ,31 AUG 2026,              10.00,        1611017956,            163.50,   263401435806.00
31 AUG 2026,BANG,EQ,BANG OVERSEAS LTD.       ,Listed    ,31 AUG 2026,              10.00,          13560000,             34.85,      472701600.00      
31 AUG 2026,BANKA,EQ,BANKA BIOLOO LIMITED     ,Listed    ,31 AUG 2026,              10.00,          10922432,             78.55,      858175482.25     
31 AUG 2026,BANKBARODA,EQ,BANK OF BARODA           ,Listed    ,31 AUG 2026,               2.00,        5171362179,            238.60,  1233887015909.40
31 AUG 2026,BANKINDIA,EQ,BANK OF INDIA            ,Listed    ,31 AUG 2026,              10.00,        4552667866,            141.60,   644612243146.95 
31 AUG 2026,BANSALWIRE,EQ,BANSAL WIRE INDUSTRIES L ,Listed    ,31 AUG 2026,               5.00,         156555952,            316.65,    49573442200.80
31 AUG 2026,BANSWRAS,EQ,BANSWARA SYNTEX LIMITED  ,Listed    ,31 AUG 2026,               5.00,          34232084,            115.75,     3962706043.85  
31 AUG 2026,BARFLEX,SM,BARFLEX POLYFILMS LIMITED,Listed    ,31 AUG 2026,              10.00,          24749000,             60.45,     1496077050.00   
31 AUG 2026,BASF,EQ,BASF INDIA LTD           ,Listed    ,31 AUG 2026,              10.00,          43285640,           3787.80,   163957347192.00      
31 AUG 2026,BASILIC,SM,BASILIC FLY STUDIO LTD   ,Listed    ,31 AUG 2026,              10.00,          25265000,            199.00,     5027735000.00   
31 AUG 2026,BASML,BE,BANNARI AM SPIN MILL LTD.,Listed    ,31 AUG 2026,               5.00,          79921375,             25.70,     2052380910.00     
31 AUG 2026,BATAINDIA,EQ,BATA INDIA LTD           ,Listed    ,31 AUG 2026,               5.00,         128527540,            682.40,    87707193296.00 
31 AUG 2026,BATLIBOI,EQ,BATLIBOI LTD.            ,Permitted ,31 AUG 2026,               5.00,          47132510,             86.30,     4068478263.20  
31 AUG 2026,BAWEJA,ST,BAWEJA STUDIOS LIMITED   ,Listed    ,31 AUG 2026,              10.00,          18427001,             23.85,      439483973.85    
31 AUG 2026,BAYERCROP,EQ,BAYER CROPSCIENCE LTD    ,Permitted ,31 AUG 2026,              10.00,          44942092,           3970.90,   178460553122.80 
31 AUG 2026,BBL,EQ,BHARAT BIJLEE LTD        ,Listed    ,31 AUG 2026,               5.00,          11303120,           2363.50,    26714924120.00       
31 AUG 2026,BBOX,EQ,BLACK BOX LIMITED        ,Listed    ,31 AUG 2026,               2.00,         177599205,            747.65,   132782045618.25      
31 AUG 2026,BBTC,EQ,BOMBAY BURMAH TRADING COR,Listed    ,31 AUG 2026,               2.00,          69771900,           1502.90,   104860188510.00      
31 AUG 2026,BBTCL,EQ,B&B TRIPLEWALL CONT LTD  ,Listed    ,31 AUG 2026,              10.00,          20511240,            222.00,     4553905504.80     
31 AUG 2026,BCG,EQ,BRIGHTCOM GROUP LIMITED  ,Listed    ,31 AUG 2026,               2.00,        2017921873,              9.05,    18242013731.90       
31 AUG 2026,BCLIND,EQ,BCL INDUSTRIES LIMITED   ,Listed    ,31 AUG 2026,               1.00,         295163340,             36.60,    10805929877.40    
31 AUG 2026,BCONCEPTS,EQ,BRAND CONCEPTS LIMITED   ,Listed    ,31 AUG 2026,              10.00,          12481877,            164.65,     2055390685.60 
31 AUG 2026,BCPL,EQ,BCPL RAILWAY INFRA LTD   ,Listed    ,31 AUG 2026,              10.00,          16723638,             68.30,     1141890002.65      
31 AUG 2026,BDL,EQ,BHARAT DYNAMICS LIMITED  ,Listed    ,31 AUG 2026,               5.00,         366562500,           1275.00,   467367187500.00       
31 AUG 2026,BDR,IT,BDR BUILDCON LIMITED     ,Listed    ,10 MAR 2017,              10.00,           6645000,             87.65,      582434250.00       
31 AUG 2026,BEACON,SM,BEACON TRUSTEESHIP LTD   ,Listed    ,31 AUG 2026,              10.00,          18064913,             85.00,     1535517605.00    
31 AUG 2026,BEARDSELL,EQ,BEARDSELL LIMITED        ,Listed    ,31 AUG 2026,               2.00,          39437000,             25.60,     1008798460.00 
31 AUG 2026,BECTORFOOD,EQ,MRS BECTORS FOOD SPE LTD ,Listed    ,31 AUG 2026,               2.00,         306990595,            226.90,    69659235911.45
31 AUG 2026,BEDMUTHA,EQ,BEDMUTHA INDUST LTD      ,Listed    ,31 AUG 2026,              10.00,          32263884,            105.25,     3395773791.00  
31 AUG 2026,BEEKAY,EQ,BEEKAY STEEL INDS. LTD.  ,Permitted ,31 AUG 2026,              10.00,          19072052,            403.10,     7687944161.20    
31 AUG 2026,BEL,EQ,BHARAT ELECTRONICS LTD   ,Listed    ,31 AUG 2026,               1.00,        7309778829,            414.45,  3029537835679.05       
31 AUG 2026,BELLACASA,EQ,BELLA CASA FASH AND RET L,Listed    ,31 AUG 2026,              10.00,          13387500,            237.50,     3179665125.00 
31 AUG 2026,BELRISE,EQ,BELRISE INDUSTRIES LTD   ,Listed    ,31 AUG 2026,               5.00,         967151919,            232.35,   224708076860.45   
31 AUG 2026,BEML,EQ,BEML LIMITED             ,Listed    ,31 AUG 2026,               5.00,          83289000,           1936.10,   161255832900.00      
31 AUG 2026,BENARAS,EQ,BENARES HOTELS LTD.      ,Permitted ,31 AUG 2026,              10.00,           1300000,          10200.00,    13260000000.00   
31 AUG 2026,BENGALASM,EQ,BENGAL & ASSAM CO. LTD.  ,Permitted ,31 AUG 2026,              10.00,          11403899,           6438.00,    73418301762.00 
31 AUG 2026,BEPL,EQ,BHANSALI ENG. POLYMERS LT,Listed    ,31 AUG 2026,               1.00,         248858460,            121.10,    30134270921.40      
31 AUG 2026,BERGEPAINT,EQ,BERGER PAINTS (I) LTD    ,Listed    ,31 AUG 2026,               1.00,        1166002812,            497.75,   580377899673.00
31 AUG 2026,BESTAGRO,EQ,BEST AGROLIFE LIMITED    ,Listed    ,31 AUG 2026,               1.00,         354671100,             17.15,     6086156076.00  
31 AUG 2026,BETA,EQ,BETA DRUGS LIMITED       ,Listed    ,31 AUG 2026,              10.00,          11085872,           2259.90,    25052962132.80      
31 AUG 2026,BEWLTD,SM,BEW ENGINEERING LIMITED  ,Listed    ,31 AUG 2026,              10.00,          13073324,             50.00,      653666200.00    
31 AUG 2026,BFINVEST,EQ,BF INVESTMENT LIMITED    ,Listed    ,31 AUG 2026,               5.00,          37667628,            441.35,    16624607617.80  
31 AUG 2026,BFUTILITIE,EQ,BF UTILITIES LIMITED     ,Listed    ,31 AUG 2026,               5.00,          37667628,            502.90,    18943050121.20
31 AUG 2026,BGLOBAL,BZ,BHARATIYA GLOBAL INFO LTD,Listed    ,31 AUG 2026,              10.00,          15843110,              3.15,       50064227.60   
31 AUG 2026,BGRENERGY,BE,BGR ENERGY SYSTEMS LTD   ,Listed    ,31 AUG 2026,              10.00,          72161560,            244.05,    17611028718.00 
31 AUG 2026,BHADORA,ST,BHADORA INDUSTRIES LTD   ,Listed    ,31 AUG 2026,              10.00,          18600000,            113.05,     2102730000.00   
31 AUG 2026,BHAGCHEM,EQ,BHAGIRADHA CHEM & INDS L ,Listed    ,31 AUG 2026,               1.00,         129669080,            280.75,    36404594210.00  
31 AUG 2026,BHAGERIA,BE,BHAGERIA INDUSTRIES LTD  ,Listed    ,31 AUG 2026,               5.00,          43644180,            250.70,    10940723042.40  
31 AUG 2026,BHAGYANGR,EQ,BHAGYANAGAR INDIA LIMITED,Listed    ,31 AUG 2026,               2.00,          31995000,            384.70,    12308476500.00 
31 AUG 2026,BHANDARI,EQ,BHANDARI HOSIERY EXP LTD ,Listed    ,31 AUG 2026,               1.00,         432089374,              3.00,     1287626334.50  
31 AUG 2026,BHARATCOAL,EQ,BHARAT COKING COAL LTD   ,Listed    ,31 AUG 2026,              10.00,        4657000000,             33.75,   157266890000.00
31 AUG 2026,BHARATFORG,EQ,BHARAT FORGE LTD         ,Listed    ,31 AUG 2026,               2.00,         478088632,           2104.90,  1006328761496.80
31 AUG 2026,BHARATGEAR,BE,BHARAT GEARS LTD         ,Listed    ,31 AUG 2026,              10.00,          15355058,            101.50,     1558538387.00
31 AUG 2026,BHARATRAS,EQ,BHARAT RASAYAN LTD       ,Listed    ,31 AUG 2026,               5.00,          16621072,           1248.00,    20743097856.00 
31 AUG 2026,BHARATSE,EQ,BHARAT SEATS LIMITED     ,Listed    ,31 AUG 2026,               2.00,          62800000,            224.25,    14082900000.00  
31 AUG 2026,BHARATWIRE,EQ,BHARAT WIRE ROPES LTD.   ,Listed    ,31 AUG 2026,              10.00,          68584648,            181.70,    12462516388.10
31 AUG 2026,BHARTIARTL,EQ,BHARTI AIRTEL LIMITED    ,Listed    ,31 AUG 2026,               5.00,        6093279384,           1811.90, 11040412915869.60
31 AUG 2026,BHARTIHEXA,EQ,BHARTI HEXACOM LIMITED   ,Listed    ,31 AUG 2026,               5.00,         500000000,           1545.50,   772750000000.00
31 AUG 2026,BHEL,EQ,BHEL                     ,Listed    ,31 AUG 2026,               2.00,        3482063355,            442.65,  1541335344090.75      
31 AUG 2026,BI,BE,BILCARE LTD.             ,Permitted ,31 AUG 2026,              10.00,          23545231,             90.80,     2137906974.80        
31 AUG 2026,BIGBLOC,EQ,BIGBLOC CONSTRUCTION LTD ,Listed    ,31 AUG 2026,               2.00,         141575750,             41.35,     5854157262.50   
31 AUG 2026,BIKAJI,EQ,BIKAJI FOODS INTERN LTD  ,Listed    ,31 AUG 2026,               1.00,         250736400,            625.70,   156885765480.00    
31 AUG 2026,BIKEWO,ST,BIKEWO GREEN TECH LIMITED,Listed    ,31 AUG 2026,              10.00,          13043250,            101.95,     1329759337.50    
31 AUG 2026,BIL,EQ,BHARTIYA INTERNATIONAL   ,Listed    ,31 AUG 2026,              10.00,          13410411,            852.20,    11428352254.20       
31 AUG 2026,BILVYAPAR,BE,BIL VYAPAR LIMITED       ,Listed    ,31 AUG 2026,              10.00,          31366175,              4.05,      126405685.25 
31 AUG 2026,BIMETAL,EQ,BIMETAL BEARINGS LTD.    ,Permitted ,31 AUG 2026,              10.00,           3825000,            636.85,     2435951250.00   
31 AUG 2026,BIOCON,EQ,BIOCON LIMITED.          ,Listed    ,31 AUG 2026,               5.00,        1620907773,            412.00,   667814002476.00    
31 AUG 2026,BIOFILCHEM,EQ,BIOFIL CHEM & PHARMA LTD ,Listed    ,31 AUG 2026,              10.00,          16273800,             32.60,      530363142.00
31 AUG 2026,BIOPOL,SM,BIOPOL CHEMICALS LIMITED ,Listed    ,31 AUG 2026,              10.00,          10805400,             51.25,      553776750.00    
31 AUG 2026,BIRDYS,SM,GRILL SPLENDOUR SER LTD  ,Listed    ,21 AUG 2026,              10.00,           6921800,             86.20,      596659160.00    
31 AUG 2026,BIRET,RR,BROOKFIELD INDIA RET     ,Listed    ,31 AUG 2026,             275.00,         829880869,            341.70,   283578591746.00     
31 AUG 2026,BIRLACABLE,BE,BIRLA CABLE LIMITED      ,Listed    ,31 AUG 2026,              10.00,          30000000,            309.85,     9295800000.00
31 AUG 2026,BIRLACORPN,EQ,BIRLA CORPORATION LTD    ,Listed    ,31 AUG 2026,              10.00,          77005347,            872.70,    67202566326.90
31 AUG 2026,BIRLAMONEY,EQ,ADITYA BIRLA MONEY LTD   ,Listed    ,31 AUG 2026,               1.00,          56509201,            126.75,     7162541226.75
31 AUG 2026,BIRLANU,EQ,BIRLANU LIMITED          ,Listed    ,31 AUG 2026,              10.00,           7540899,           1440.50,    10862665009.50   
31 AUG 2026,BIRLAPREC,EQ,BIRLA PRECISION TECH L   ,Permitted ,31 AUG 2026,               2.00,          68387637,             45.60,     3119160123.55 
31 AUG 2026,BLACKBUCK,EQ,BLACKBUCK LIMITED        ,Listed    ,31 AUG 2026,               1.00,         182077602,            593.80,   108117680067.60 
31 AUG 2026,BLACKROSE,BE,BLACK ROSE INDS. LTD.    ,Permitted ,31 AUG 2026,               1.00,          51000000,            114.05,     5817570000.00 
31 AUG 2026,BLAL,EQ,BEML LAND ASSETS LIMITED ,Listed    ,31 AUG 2026,              10.00,          41644500,            166.00,     6912154110.00      
31 AUG 2026,BLBLIMITED,EQ,BLB LIMITED              ,Listed    ,31 AUG 2026,               1.00,          52865258,             16.10,      850602001.20
31 AUG 2026,BLEL,EQ,BEHARI LAL ENGINEERING L ,Listed    ,31 AUG 2026,              10.00,          42302482,            440.70,    18642703817.40      
31 AUG 2026,BLIL,EQ,BALMER LAWRIE INVSTS. L  ,Permitted ,31 AUG 2026,               1.00,         221972690,             71.80,    15942078595.80      
31 AUG 2026,BLISSGVS,BE,BLISS GVS PHARMA LTD     ,Listed    ,31 AUG 2026,               1.00,         105788972,            616.75,    65245348481.00  
31 AUG 2026,BLKASHYAP,EQ,B.L.KASHYAP & SON LTD    ,Listed    ,31 AUG 2026,               1.00,         225440000,             55.70,    12552499200.00 
31 AUG 2026,BLS,EQ,BLS INTL SERVS LTD       ,Listed    ,31 AUG 2026,               1.00,         411740908,            240.55,    99048392828.50       
31 AUG 2026,BLSE,EQ,BLS E-SERVICES LIMITED   ,Listed    ,31 AUG 2026,              10.00,          90856485,            327.90,    29791841431.50      
31 AUG 2026,BLUECHIP,EQ,BLUE CHIP INDIA LIMITED  ,Listed    ,31 AUG 2026,               2.00,          55304340,              2.20,      120563461.20  
31 AUG 2026,BLUECLOUDS,EQ,BLUE CLOUD SOFTECH SOLU L,Permitted ,31 AUG 2026,               1.00,         923081600,             20.25,    18692402400.00
31 AUG 2026,BLUECOAST,BE,BLUE COAST HOTELS LIMITED,Listed    ,31 AUG 2026,              10.00,          19679557,             23.35,      459320860.40 
31 AUG 2026,BLUEDART,EQ,BLUE DART EXPRESS LTD    ,Listed    ,31 AUG 2026,              10.00,          23727934,           4924.00,   116836347016.00  
31 AUG 2026,BLUEJET,EQ,BLUE JET HEALTHCARE LTD  ,Listed    ,31 AUG 2026,               2.00,         189275701,            578.75,   109543311953.75   
31 AUG 2026,BLUEPEBBLE,SM,BLUE PEBBLE LIMITED      ,Listed    ,28 AUG 2026,              10.00,           4080000,             63.00,      257040000.00
31 AUG 2026,BLUESTARCO,EQ,BLUE STAR LIMITED        ,Listed    ,31 AUG 2026,               2.00,         205614788,           1463.80,   300978926674.40
31 AUG 2026,BLUESTONE,EQ,BLUESTONE JEWEL LFSTL LTD,Listed    ,31 AUG 2026,               1.00,         152401781,            817.40,   124573215789.40 
31 AUG 2026,BLUEWATER,ST,BLUE WATER LOGISTICS LTD ,Listed    ,31 AUG 2026,              10.00,          11000000,            480.00,     5280000000.00 
31 AUG 2026,BLUSPRING,EQ,BLUSPRING ENTERPRISES LTD,Listed    ,31 AUG 2026,              10.00,         149440980,            126.40,    18889339872.00 
31 AUG 2026,BMETRICS,SM,BOMBAY METRICS S C LTD   ,Listed    ,31 AUG 2026,              10.00,          12313920,             31.05,      382347216.00  
31 AUG 2026,BMLL,SM,BIO MEDICA LABORATORIES L,Listed    ,31 AUG 2026,              10.00,          12575001,            145.75,     1832806395.75      
31 AUG 2026,BMWVENTLTD,EQ,BMW VENTURES LIMITED     ,Listed    ,31 AUG 2026,              10.00,          86715000,             56.55,     4905467550.00
31 AUG 2026,BNAGROCHEM,EQ,BN AGROCHEM LTD.         ,Permitted ,31 AUG 2026,              10.00,          97772941,            229.00,    22390003489.00
31 AUG 2026,BNALTD,BE,B & A LTD.               ,Permitted ,31 AUG 2026,              10.00,           3100000,            360.45,     1117395000.00    
31 AUG 2026,BODALCHEM,EQ,BODAL CHEMICALS LTD      ,Listed    ,31 AUG 2026,               2.00,         125944065,            118.90,    14973489887.85 
31 AUG 2026,BOHRAIND,EQ,BOHRA INDUSTRIES LIMITED ,Listed    ,31 AUG 2026,              10.00,          21172152,             12.35,      261476077.20  
31 AUG 2026,BOMDYEING,EQ,BOMBAY DYEING & MFG. CO L,Listed    ,31 AUG 2026,               2.00,         206534900,            114.25,    23596612325.00 
31 AUG 2026,BONLON,EQ,BONLON INDUSTRIES LIMITED,Listed    ,31 AUG 2026,              10.00,          16383358,             40.65,      666311169.85    
31 AUG 2026,BORANA,EQ,BORANA WEAVES LIMITED    ,Listed    ,31 AUG 2026,              10.00,          26645295,            308.50,     8220073507.50    
31 AUG 2026,BOROLTD,EQ,BOROSIL LIMITED          ,Listed    ,31 AUG 2026,               1.00,         119587629,            245.85,    29401814465.95   
31 AUG 2026,BORORENEW,EQ,BOROSIL RENEWABLES LTD   ,Listed    ,31 AUG 2026,               1.00,         140283183,            502.60,    70506327775.80 
31 AUG 2026,BOROSCI,EQ,BOROSIL SCIENTIFIC LTD   ,Listed    ,31 AUG 2026,               1.00,          88947050,            122.90,    10932481915.50   
31 AUG 2026,BOSCH-HCIL,EQ,BOSCH HOME COMFRT IND LTD,Listed    ,31 AUG 2026,              10.00,          27190884,           1732.40,    47105487441.60
31 AUG 2026,BOSCHLTD,EQ,BOSCH LIMITED            ,Listed    ,31 AUG 2026,              10.00,          29493640,          50000.00,  1474682000000.00  
31 AUG 2026,BOSS,SM,BOSS PACKAGING SOLU LTD  ,Listed    ,28 AUG 2026,              10.00,           4446260,             51.95,      230983207.00      
31 AUG 2026,BPCL,EQ,BHARAT PETROLEUM CORP  LT,Listed    ,31 AUG 2026,              10.00,        4338505488,            324.05,  1405892703386.40      
31 AUG 2026,BPL,EQ,BPL LTD                  ,Listed    ,31 AUG 2026,              10.00,          48975751,             51.05,     2501191603.55       
31 AUG 2026,BPLPHARMA,EQ,BHARAT PARENTERALS LTD.  ,Permitted ,31 AUG 2026,              10.00,           6891963,           1529.80,    10543324997.40 
